distro,package,version,modified_date
edge,mtd-utils-doc,2.1.5-r0,2023-01-20
edge,gnupg-gpgconf,2.4.0-r1,2023-02-07
edge,openrc-zsh-completion,0.46-r3,2023-03-15
edge,squid-lang-lv,5.7-r0,2022-10-14
edge,perl-digest-hmac,1.04-r1,2021-04-04
edge,linux-firmware-keyspan_pda,20230404-r0,2023-04-05
edge,busybox-openrc,1.36.0-r6,2023-04-07
edge,json-c,0.16-r2,2023-01-05
edge,libxdamage,1.1.6-r0,2022-12-05
edge,mpdecimal-dev,2.5.1-r1,2021-02-11
edge,email,3.1.4-r12,2022-08-02
edge,audit-libs,3.0.9-r1,2023-01-14
edge,gcr-dev,3.41.1-r1,2022-10-01
edge,perl-net-dns-resolver-programmable-doc,0.009-r2,2020-09-21
edge,ngrep-dbg,1.47-r2,2022-10-14
edge,libsecret,0.20.5-r1,2023-02-26
edge,lua5.2-maxminddb,0.1-r3,2021-01-14
edge,libdnet-dev,1.16.4-r0,2023-04-08
edge,libsmartcols,2.38.1-r5,2023-02-22
edge,orc-compiler,0.4.33-r0,2022-11-01
edge,perl-cpan-meta-check-doc,0.017-r0,2023-01-04
edge,ferm-openrc,2.7-r1,2023-01-31
edge,vim,9.0.1440-r0,2023-04-05
edge,py3-pluggy,1.0.0-r2,2022-11-22
edge,util-linux-login-doc,2.38.1-r5,2023-02-22
edge,gnupg-dirmngr,2.4.0-r1,2023-02-07
edge,spamassassin-doc,3.4.6-r4,2022-10-24
edge,mariadb-common,10.11.2-r4,2023-02-19
edge,perl-data-uuid-doc,1.226-r3,2022-06-08
edge,libtasn1-dev,4.19.0-r0,2022-08-24
edge,nagios-plugins-ifoperstatus,2.4.2-r0,2022-11-09
edge,postfix-policyd-spf-perl,2.011-r1,2022-08-06
edge,libeconf,0.5.2-r0,2023-03-24
edge,libwbclient,4.18.1-r0,2023-03-30
edge,dmraid-dev,1.0.0_rc16-r2,2023-01-22
edge,lua5.1-cjson,2.1.0-r10,2021-01-14
edge,knot-mod-dnstap,3.2.5-r2,2023-04-03
edge,unbound,1.17.1-r0,2023-01-21
edge,db,5.3.28-r3,2023-01-22
edge,dnscache,1.05-r49,2022-09-28
edge,at-spi2-core,2.48.0-r0,2023-03-21
edge,miniperl,5.36.0-r1,2023-04-11
edge,tar-doc,1.34-r2,2023-02-21
edge,perl-date-format,2.33-r0,2020-09-23
edge,uwsgi-pam,2.0.21-r1,2022-11-22
edge,perl-file-listing,6.15-r0,2022-07-18
edge,kea-dev,2.2.0-r8,2023-03-12
edge,nginx-mod-http-headers-more,1.22.1-r0,2022-10-19
edge,libnvme-dev,1.4-r0,2023-03-31
edge,libxslt-dev,1.1.37-r2,2023-03-12
edge,perl-test-refcount-doc,0.10-r4,2022-12-31
edge,libpng-static,1.6.39-r2,2022-11-29
edge,clang16-analyzer,16.0.1-r0,2023-04-05
edge,nginx-mod-http-zip,1.22.1-r0,2022-10-19
edge,libxrender-dev,0.9.11-r1,2023-02-26
edge,perl-socket6,0.29-r7,2022-12-31
edge,rsyslog-mmutf8fix,8.2302.0-r1,2023-03-06
edge,findmnt,2.38.1-r5,2023-02-22
edge,perl-xs-parse-keyword-doc,0.32-r0,2023-02-08
edge,hunspell-lang,1.7.2-r2,2023-02-26
edge,pkgconf-doc,1.9.4-r0,2023-01-22
edge,rarian-dev,0.8.1-r8,2022-08-06
edge,git-perl,2.40.0-r0,2023-03-13
edge,perl-list-utilsby-doc,0.12-r1,2022-12-31
edge,nagios-plugins-dns,2.4.2-r0,2022-11-09
edge,freetdm,0_git20210830-r2,2022-12-16
edge,giflib-doc,5.2.1-r3,2023-03-12
edge,pmacct,1.7.8-r0,2023-03-13
edge,smokeping-openrc,2.8.2-r2,2023-02-15
edge,llvm14-dev,14.0.6-r12,2023-03-21
edge,efivar-dev,38-r2,2023-01-24
edge,rabbitmq-c,0.13.0-r0,2023-02-07
edge,freeradius-pam,3.0.26-r1,2023-01-18
edge,wireless-tools-libs,30_pre9-r3,2023-02-26
edge,samba-server-libs,4.18.1-r0,2023-03-30
edge,py3-gv,8.0.2-r0,2023-04-11
edge,perl-lwp-protocol-https,6.10-r4,2022-12-31
edge,nagios-plugins-rpc,2.4.2-r0,2022-11-09
edge,ethtool-doc,6.2-r0,2023-02-22
edge,perl-doc,5.36.0-r1,2023-04-11
edge,acf-dansguardian,0.8.0-r4,2021-02-06
edge,tiff-tools,4.5.0-r5,2023-03-05
edge,efibootmgr,18-r1,2023-01-24
edge,py3-samba,4.18.1-r0,2023-03-30
edge,inih-inireader,56-r0,2022-07-16
edge,libburn-dev,1.5.4-r2,2022-10-24
edge,cciss_vol_status,1.12a-r1,2022-10-14
edge,py3-apparmor,3.1.3-r0,2023-03-01
edge,perl-tree-dag_node,1.32-r0,2021-02-02
edge,quagga-openrc,1.2.4-r6,2022-10-24
edge,uwsgi-rsyslog,2.0.21-r1,2022-11-22
edge,lua5.2-lyaml,6.2.8-r0,2022-10-24
edge,perl-convert-asn1-doc,0.33-r0,2021-09-23
edge,perl-devel-stacktrace,2.04-r4,2022-12-31
edge,py3-fixtures,4.0.1-r2,2023-03-02
edge,dconf-doc,0.40.0-r2,2022-10-12
edge,tdb,1.4.8-r0,2023-01-28
edge,libverto-libev,0.3.2-r1,2022-07-26
edge,wayland-dbg,1.22.0-r0,2023-04-04
edge,squid-lang-et,5.7-r0,2022-10-14
edge,nspr,4.35-r0,2022-09-13
edge,shared-mime-info,2.2-r2,2022-11-04
edge,yasm,1.3.0-r3,2022-08-06
edge,perl-file-next-doc,1.18-r2,2021-05-12
edge,perl-test-failwarnings-doc,0.008-r4,2022-12-31
edge,strongswan-doc,5.9.10-r0,2023-03-03
edge,ruby-power_assert,2.0.2-r0,2022-10-19
edge,indent-lang,2.2.13-r0,2023-03-21
edge,doas-doc,6.8.2-r3,2022-06-30
edge,uwsgi-cache,2.0.21-r1,2022-11-22
edge,openldap-overlay-auditlog,2.6.4-r1,2023-04-04
edge,libgccjit-dev,12.2.1_git20220924-r9,2023-02-04
edge,jq-doc,1.6-r2,2022-10-24
edge,xmlrpc-c-dev,1.51.08-r1,2022-10-14
edge,setup-box-doc,1.0.1-r1,2022-08-06
edge,lua5.3-dev,5.3.6-r4,2022-08-06
edge,bluez-obexd,5.66-r3,2023-03-24
edge,nettle-utils,3.8.1-r0,2022-07-28
edge,linux-firmware-edgeport,20230404-r0,2023-04-05
edge,spirv-tools-dev,1.3.243.0-r0,2023-04-01
edge,hostapd-doc,2.10-r5,2022-11-05
edge,ppp-radius,2.5.0-r1,2023-04-06
edge,ivykis,0.42.4-r3,2023-02-11
edge,apache-mod-fcgid-doc,2.3.9-r4,2022-03-16
edge,perl-gdtextutil-doc,0.86-r3,2022-12-31
edge,poppler-doc,23.04.0-r0,2023-04-03
edge,dialog-doc,1.3.20230209-r0,2023-02-11
edge,bison-doc,3.8.2-r0,2022-07-23
edge,samba-common-server-libs,4.18.1-r0,2023-03-30
edge,perl-ipc-sharelite-doc,0.17-r8,2022-06-08
edge,sshguard,2.4.2-r2,2023-02-28
edge,ngircd,26.1-r3,2022-08-02
edge,bcache-tools,1.1-r2,2023-01-15
edge,iaxmodem,1.3.3-r2,2022-12-16
edge,perl-universal-can,1.20140328-r2,2022-12-31
edge,opus-dev,1.3.1-r1,2020-07-14
edge,libretls-doc,3.7.0-r0,2023-04-08
edge,nano,7.2-r0,2023-01-18
edge,lua5.1-mqtt-publish,0.4-r0,2022-10-21
edge,perl-font-afm-doc,1.20-r3,2022-12-31
edge,freetds-doc,1.3.18-r0,2023-04-02
edge,lua5.1-uuid,0.2.0-r2,2021-01-18
edge,haserl,0.9.36-r3,2023-02-05
edge,autoconf-archive-doc,2023.02.20-r0,2023-02-22
edge,asciidoc,10.2.0-r2,2023-01-14
edge,keyutils-doc,1.6.3-r2,2023-02-19
edge,unfs3,0.10.0-r0,2023-03-17
edge,hvtools,4.11.9-r2,2022-10-24
edge,xz-dev,5.4.2-r0,2023-03-19
edge,perl-business-hours,0.13-r3,2022-12-31
edge,rsyslog-mmnormalize,8.2302.0-r1,2023-03-06
edge,heimdal,7.8.0-r2,2023-02-09
edge,linux-firmware-e100,20230404-r0,2023-04-05
edge,perl-dbd-mysql,4.050-r5,2022-06-08
edge,xkbcli,1.5.0-r0,2023-01-03
edge,py3-sphinx,6.1.3-r0,2023-01-10
edge,perl-apache-logformat-compiler-doc,0.36-r2,2022-12-31
edge,rsyslog-imdocker,8.2302.0-r1,2023-03-06
edge,inotify-tools-doc,3.22.6.0-r0,2022-10-12
edge,perl-unix-syslog-doc,1.1-r17,2022-06-08
edge,libxtst-doc,1.2.4-r1,2023-02-26
edge,aom-dev,3.6.0-r1,2023-03-12
edge,perl-file-next,1.18-r2,2021-05-12
edge,amavisd-milter-doc,1.7.1-r3,2022-10-24
edge,htop-doc,3.2.2-r0,2023-02-05
edge,samba-client-libs,4.18.1-r0,2023-03-30
edge,execline-dev,2.9.3.0-r0,2023-04-02
edge,libburn-doc,1.5.4-r2,2022-10-24
edge,db-doc,5.3.28-r3,2023-01-22
edge,netcat-openbsd,1.219-r0,2023-01-18
edge,freeradius-eap,3.0.26-r1,2023-01-18
edge,expat-doc,2.5.0-r0,2022-10-25
edge,nfdump,1.6.24-r0,2022-09-07
edge,harfbuzz-subset,7.1.0-r0,2023-03-03
edge,linux-firmware-cpia2,20230404-r0,2023-04-05
edge,elinks-doc,0.16.0-r1,2023-04-03
edge,pax-utils,1.3.7-r0,2023-01-27
edge,bash,5.2.15-r2,2023-04-11
edge,linux-firmware-rockchip,20230404-r0,2023-04-05
edge,rpcsvc-proto-doc,1.4.3-r0,2022-01-09
edge,alpine-release,3.18_alpha20230329-r0,2023-03-29
edge,rsync-doc,3.2.7-r1,2023-03-20
edge,speex-doc,1.2.1-r0,2022-06-19
edge,perl-www-robotrules-doc,6.02-r3,2020-09-21
edge,postgresql14-contrib-jit,14.7-r1,2023-03-12
edge,parted-doc,3.6-r0,2023-04-11
edge,fuse-static,2.9.9-r3,2023-01-31
edge,lua5.4-cjson,2.1.0-r10,2021-01-14
edge,log4cplus,2.1.0-r0,2023-03-10
edge,doxygen,1.9.6-r0,2022-12-28
edge,mrtg,2.17.10-r0,2022-05-08
edge,perl-convert-color,0.16-r0,2023-03-27
edge,wpa_supplicant,2.10-r5,2023-02-26
edge,lksctp-tools-static,1.0.19-r2,2023-03-08
edge,apache2-lua,2.4.57-r0,2023-04-08
edge,perl-sub-name,0.26-r5,2022-12-31
edge,inotify-tools-libs,3.22.6.0-r0,2022-10-12
edge,libseccomp-static,2.5.4-r1,2022-11-22
edge,sntpc,0.9-r8,2022-10-24
edge,rssh,2.3.4-r3,2022-10-24
edge,gengetopt,2.23-r1,2022-08-06
edge,sqlite-tcl,3.41.2-r0,2023-03-23
edge,keama,4.4.3_p1-r1,2022-10-30
edge,lua5.3-curl,0.3.13-r0,2021-03-01
edge,perl-file-listing-doc,6.15-r0,2022-07-18
edge,py3-flit-core,3.8.0-r1,2022-11-22
edge,ed-doc,1.19-r0,2023-01-15
edge,cunit,2.1.3-r5,2023-01-20
edge,perl-list-moreutils-doc,0.430-r0,2020-10-21
edge,py3-testtools,2.6.0-r0,2023-03-15
edge,linux-firmware-r128,20230404-r0,2023-04-05
edge,perl-file-slurper-doc,0.014-r0,2022-12-31
edge,libxkbfile,1.1.2-r0,2022-12-08
edge,lua5.4-discount,1.2.10.1-r7,2022-10-25
edge,zfs-udev,2.1.9-r0,2023-01-26
edge,knot-openrc,3.2.5-r2,2023-04-03
edge,linenoise,1.0-r2,2022-08-06
edge,bluez,5.66-r3,2023-03-24
edge,dnsmasq-openrc,2.89-r4,2023-03-29
edge,isl-dev,0.26-r0,2023-04-03
edge,softhsm,2.6.1-r3,2022-03-11
edge,oidentd-doc,2.5.0-r1,2022-10-24
edge,sqlite-static,3.41.2-r1,2023-03-25
edge,llvm14-libs,14.0.6-r12,2023-03-21
edge,hwdata-net,0.369-r0,2023-04-03
edge,rsyslog-uxsock,8.2302.0-r1,2023-03-06
edge,nginx-mod-rtmp,1.22.1-r0,2022-10-19
edge,setpriv,2.38.1-r5,2023-02-22
edge,sbsigntool-doc,0.9.4-r4,2022-08-02
edge,dhcp-dev,4.4.3_p1-r1,2022-10-30
edge,eventlog-dev,0.2.13-r2,2021-03-17
edge,openrc-static,0.46-r3,2023-03-15
edge,py3-tappy,3.1-r1,2022-11-22
edge,spice,0.15.1-r0,2022-10-13
edge,uwsgi-rawrouter,2.0.21-r1,2022-11-22
edge,wireless-tools-doc,30_pre9-r3,2023-02-26
edge,snort-doc,2.9.20-r0,2022-10-14
edge,libcap-utils,2.68-r1,2023-04-10
edge,git-fast-import,2.40.0-r0,2023-03-13
edge,igmpproxy,0.4-r0,2022-12-28
edge,lua5.3-sec,1.3.1-r0,2023-03-21
edge,libfido2,1.13.0-r0,2023-02-22
edge,gmp-doc,6.2.1-r2,2022-04-11
edge,postgresql15-jit,15.2-r1,2023-03-12
edge,scons,4.5.2-r0,2023-03-23
edge,perl-cgi-fast-doc,2.16-r0,2021-09-12
edge,ncurses-doc,6.4_p20230401-r2,2023-04-09
edge,openldap-lloadd-openrc,2.6.4-r1,2023-04-04
edge,freeswitch-sample-config,1.10.8-r4,2023-02-11
edge,iperf3-doc,3.13-r0,2023-02-18
edge,perl-variable-magic-doc,0.63-r1,2022-12-31
edge,goaccess,1.7.2-r0,2023-04-01
edge,doas-sudo-shim,0.1.1-r0,2022-05-20
edge,f2fs-tools-static,1.15.0-r1,2023-01-31
edge,musl-fts-dev,1.2.7-r3,2022-08-29
edge,perl-clone,0.46-r0,2022-10-20
edge,acf-weblog,0.11.1-r4,2022-10-24
edge,libisoburn,1.5.4-r2,2021-10-16
edge,apparmor-doc,3.1.3-r0,2023-03-01
edge,gmock,1.13.0-r0,2023-01-19
edge,font-screen-cyrillic-doc,1.0.5-r0,2023-02-28
edge,openldap-overlay-dyngroup,2.6.4-r1,2023-04-04
edge,perl-devel-stacktrace-ashtml-doc,0.15-r2,2020-09-21
edge,libxtst,1.2.4-r1,2023-02-26
edge,seavgabios-bin,1.16.2-r0,2023-03-19
edge,mandoc-dev,1.14.6-r6,2022-09-16
edge,lua5.1-xctrl,2015.04.10-r3,2022-04-13
edge,lxc-templates-legacy,3.0.3-r3,2021-06-16
edge,zlib,1.2.13-r0,2022-10-13
edge,inih,56-r0,2022-07-16
edge,graphviz-libs,8.0.2-r0,2023-04-11
edge,perl-mail-authenticationresults-doc,2.20230112-r0,2023-02-19
edge,perl-gdgraph,1.56-r0,2023-01-31
edge,kamailio-dbg,5.6.3-r2,2023-02-10
edge,gnutls-dev,3.8.0-r1,2023-03-30
edge,neon,0.32.5-r0,2023-01-22
edge,postgresql14-plperl,14.7-r1,2023-03-12
edge,libsrtp-dev,2.5.0-r0,2023-02-02
edge,perl-mailtools,2.21-r3,2022-12-31
edge,perl-sys-mmap,0.20-r3,2022-06-08
edge,lua5.1-curl,0.3.13-r0,2021-03-01
edge,flex-libs,2.6.4-r4,2023-01-31
edge,bridge,1.5-r5,2022-08-06
edge,openssh-server-pam,9.3_p1-r1,2023-03-22
edge,openssh-server,9.3_p1-r1,2023-03-22
edge,gd-dev,2.3.3-r6,2023-02-04
edge,cairo-dev,1.17.8-r0,2023-02-04
edge,mailcap-doc,2.1.53-r0,2022-02-20
edge,libcap-dev,2.68-r1,2023-04-10
edge,perl-lwp-mediatypes-doc,6.04-r1,2020-09-21
edge,pinentry-doc,1.2.1-r0,2022-08-25
edge,font-util-dev,1.4.0-r0,2023-02-22
edge,powertop,2.15-r1,2023-01-07
edge,libid3tag-dev,0.16.2-r1,2023-03-15
edge,autoconf-doc,2.71-r2,2022-11-22
edge,bacula,13.0.2-r0,2023-03-24
edge,lua-augeas,0.1.2-r5,2021-01-14
edge,rtapd,1.7-r7,2022-08-06
edge,libkcapi-dev,1.4.0-r1,2023-02-25
edge,wireless-regdb,2023.02.13-r0,2023-02-14
edge,xz-libs,5.4.2-r0,2023-03-19
edge,libgnat-static,12.2.1_git20220924-r9,2023-02-04
edge,openldap-overlay-accesslog,2.6.4-r1,2023-04-04
edge,argon2-dev,20190702-r3,2023-01-14
edge,fftw-doc,3.3.10-r1,2022-10-22
edge,nginx-mod-http-js,1.22.1-r0,2022-10-19
edge,py3-iniconfig,1.1.1-r5,2023-02-18
edge,perl-module-install,1.19-r3,2022-12-31
edge,libfastjson-dbg,0.99.9-r0,2021-02-01
edge,alpine-ipxe-ipxe_lkrn,1.20.1-r1,2020-11-26
edge,kmod-doc,30-r2,2023-02-28
edge,nginx-mod-http-fancyindex,1.22.1-r0,2022-10-19
edge,python3-dbg,3.11.3-r0,2023-04-06
edge,imlib2,1.11.0-r0,2023-03-11
edge,mpg123-dev,1.31.3-r0,2023-03-20
edge,apparmor-openrc,3.1.3-r0,2023-03-01
edge,gpsd,3.25-r0,2023-02-10
edge,lvm2-openrc,2.03.20-r2,2023-03-23
edge,botan,2.19.3-r1,2022-12-21
edge,perl-sub-info,0.002-r3,2022-12-31
edge,findutils-doc,4.9.0-r4,2023-02-26
edge,libcrypto3,3.1.0-r2,2023-03-28
edge,rng-tools-extra-openrc,6.15-r2,2023-02-11
edge,libutempter-dev,1.2.1-r7,2023-01-14
edge,glslang-dev,1.3.243.0-r0,2023-04-01
edge,mysql,10.11.2-r4,2023-02-19
edge,pango-dbg,1.50.14-r0,2023-03-02
edge,squid-lang-ja,5.7-r0,2022-10-14
edge,daq-dev,2.0.7-r1,2022-10-24
edge,multipath-tools-openrc,0.9.5-r0,2023-04-07
edge,util-linux-dev,2.38.1-r5,2023-02-22
edge,acf-quagga,0.10.1-r3,2021-02-06
edge,perl-dbd-odbc,1.61-r3,2022-06-08
edge,kamailio-sipdump,5.6.3-r2,2023-02-10
edge,zd1211-firmware,1.5-r1,2022-08-06
edge,lua5.3-luaxml,2.0.0-r0,2022-02-24
edge,varnish-dbg,7.3.0-r0,2023-03-16
edge,abi-compliance-checker,2.3-r2,2023-01-14
edge,kamailio-ruby,5.6.3-r2,2023-02-10
edge,apg,2.2.3-r6,2022-05-19
edge,rabbitmq-c-static,0.13.0-r0,2023-02-07
edge,open-iscsi,2.1.8-r1,2023-02-03
edge,socat-doc,1.7.4.4-r0,2022-10-31
edge,lua5.3-apk,2.12.11-r0,2023-01-19
edge,asterisk-doc,18.15.1-r0,2023-03-16
edge,mount,2.38.1-r5,2023-02-22
edge,lua-luaxml,2.0.0-r0,2022-02-24
edge,libc++,16.0.1-r0,2023-04-05
edge,libsamplerate-doc,0.2.2-r1,2023-02-26
edge,yajl-tools,2.1.0-r5,2022-07-06
edge,apache2,2.4.57-r0,2023-04-08
edge,lua5.1-dbi-mysql,0.7.2-r1,2021-01-14
edge,git-svn,2.40.0-r0,2023-03-13
edge,freeradius-dev,3.0.26-r1,2023-01-18
edge,rsyslog-pmaixforwardedfrom,8.2302.0-r1,2023-03-06
edge,linux-pam,1.5.2-r9,2023-03-31
edge,lua-sec-doc,1.3.1-r0,2023-03-21
edge,botan-libs,2.19.3-r1,2022-12-21
edge,openssh-dbg,9.3_p1-r1,2023-03-22
edge,acf-apk-tools,0.11.0-r3,2021-02-06
edge,py3-nvme,1.4-r0,2023-03-31
edge,net-snmp-openrc,5.9.3-r2,2023-01-15
edge,rdiff-backup-doc,2.2.4-r0,2023-02-28
edge,docbook-xml,4.5-r8,2022-10-14
edge,perl-test-fatal,0.017-r0,2023-01-01
edge,bind-dev,9.18.13-r0,2023-03-16
edge,libc-utils,0.7.2-r4,2023-01-22
edge,xkeyboard-config-doc,2.38-r0,2023-02-05
edge,pgtcl-dev,3.0.0-r0,2022-07-29
edge,font-adobe-utopia-100dpi-doc,1.0.5-r0,2023-02-28
edge,libuuid,2.38.1-r5,2023-02-22
edge,perl-file-slurp-doc,9999.32-r2,2022-12-31
edge,py3-nftables,1.0.7-r0,2023-03-14
edge,axel-doc,2.17.11-r1,2022-08-02
edge,linux-firmware-rtw89,20230404-r0,2023-04-05
edge,docbook-xsl,1.79.2-r8,2022-10-28
edge,lua-cjson,2.1.0-r10,2021-01-14
edge,perl-lwp-useragent-determined-doc,1.07-r2,2020-09-21
edge,gettext-asprintf,0.21.1-r2,2023-03-12
edge,perl-net-telnet,3.05-r0,2021-08-30
edge,squid-lang-th,5.7-r0,2022-10-14
edge,jfsutils,1.1.15-r5,2023-02-19
edge,perl-devel-globaldestruction,0.14-r3,2022-12-31
edge,ruby-rake,13.0.6-r1,2022-04-04
edge,mini_httpd-doc,1.30-r4,2022-08-02
edge,s6-networking-doc,2.5.1.3-r0,2023-02-17
edge,libwebp-doc,1.3.0-r0,2023-01-14
edge,perl-javascript-minifier,1.16-r0,2021-04-04
edge,libverto-glib,0.3.2-r1,2022-07-26
edge,gpg,2.4.0-r1,2023-02-07
edge,openvpn-openrc,2.6.2-r0,2023-03-25
edge,libxml2-dev,2.10.4-r0,2023-04-11
edge,glib-static,2.76.1-r0,2023-03-22
edge,mesa-egl,23.0.2-r1,2023-04-09
edge,py3-clang16,16.0.1-r0,2023-04-05
edge,less,608-r1,2023-02-07
edge,avahi-doc,0.8-r10,2023-04-08
edge,rtnppd,1.7b-r9,2022-08-06
edge,yaml,0.2.5-r0,2020-06-02
edge,linux-firmware-microchip,20230404-r0,2023-04-05
edge,linux-firmware-inside-secure,20230404-r0,2023-04-05
edge,mc,4.8.29-r1,2023-02-15
edge,alsa-lib,1.2.8-r0,2022-10-30
edge,opusfile,0.12-r4,2023-03-05
edge,mtx-doc,1.3.12-r3,2022-07-02
edge,py3-libxml2,2.10.4-r0,2023-04-11
edge,squid-lang-pl,5.7-r0,2022-10-14
edge,krb5-server-ldap,1.20.1-r0,2022-11-19
edge,lua-penlight-doc,1.13.1-r0,2022-10-17
edge,perl-async-mergepoint,0.04-r4,2022-12-31
edge,sysfsutils-dev,2.1.1-r1,2022-10-24
edge,cryptsetup-doc,2.6.1-r2,2023-02-28
edge,acct-doc,6.6.4-r1,2022-03-14
edge,libfido2-dev,1.13.0-r0,2023-02-22
edge,busybox-ifupdown,1.36.0-r6,2023-04-07
edge,freeswitch-snmp,1.10.8-r4,2023-02-11
edge,lua-bit32,5.3.0-r4,2021-01-14
edge,python3-tests,3.11.3-r0,2023-04-06
edge,itstool,2.0.7-r1,2022-05-14
edge,umurmur,0.2.20-r3,2022-08-02
edge,openssh-keysign,9.3_p1-r1,2023-03-22
edge,xtrans,1.4.0-r2,2022-08-06
edge,libxmu,1.1.4-r0,2022-10-18
edge,nginx-debug,1.22.1-r0,2022-10-19
edge,dnsmasq-dnssec-dbus,2.89-r4,2023-03-29
edge,libverto-dev,0.3.2-r1,2022-07-26
edge,acf-tinydns,0.11.0-r4,2021-02-06
edge,llvm16-libs,16.0.1-r0,2023-04-05
edge,open-iscsi-libs,2.1.8-r1,2023-02-03
edge,lua5.3-stringy,0.5.1-r2,2021-01-14
edge,lua5.3-unit,3.4-r0,2022-02-24
edge,bluez-libs,5.66-r3,2023-03-24
edge,perl-time-parsedate,2015.103-r5,2022-12-31
edge,uwsgi-webdav,2.0.21-r1,2022-11-22
edge,apparmor-utils,3.1.3-r0,2023-03-01
edge,gdbm,1.23-r0,2022-02-06
edge,poppler-glib,23.04.0-r0,2023-04-03
edge,libxrandr,1.5.3-r0,2022-11-21
edge,perl-tk-doc,804.036-r2,2022-06-08
edge,sircbot,0.4-r4,2022-10-24
edge,acf-heimdal,0.6.0-r5,2021-02-06
edge,gcr-ssh-agent,3.41.1-r1,2022-10-01
edge,libdbi,0.9.0-r3,2023-02-25
edge,kyua,0.13-r6,2022-07-24
edge,perl-device-serialport-doc,1.04-r16,2022-06-08
edge,dtc,1.6.1-r5,2023-02-22
edge,perl-universal-isa,1.20171012-r2,2022-12-31
edge,spandsp-dev,0.0.6-r4,2022-12-16
edge,lynx,2.8.9_p1-r8,2022-08-02
edge,lxc-pam,5.0.2-r0,2023-01-17
edge,scstadmin,2.2.0-r4,2022-10-14
edge,cracklib,2.9.11-r0,2023-04-04
edge,fftw,3.3.10-r1,2022-10-22
edge,perl-filesys-notify-simple,0.14-r1,2020-09-21
edge,unixodbc,2.3.11-r0,2022-05-12
edge,perl-dbix-dbschema-doc,0.47-r0,2022-10-11
edge,patch,2.7.6-r9,2023-03-28
edge,perl-io-socket-inet6,2.73-r1,2022-12-31
edge,uwsgi-curl_cron,2.0.21-r1,2022-11-22
edge,libfontenc-dev,1.1.7-r0,2022-12-08
edge,pciutils-libs,3.9.0-r1,2023-02-26
edge,perl-dbd-odbc-doc,1.61-r3,2022-06-08
edge,libunistring,1.1-r0,2022-10-17
edge,perl-xml-xpath,1.48-r0,2022-08-13
edge,lua5.1-ossl,20220711-r0,2022-10-19
edge,m4,1.4.19-r2,2022-12-19
edge,libedit-dev,20221030.3.1-r0,2022-11-08
edge,xen-bash-completion,4.17.0-r2,2023-02-21
edge,lua5.3-filesystem,1.8.0-r2,2022-11-11
edge,jitterentropy-library,3.3.1-r1,2023-02-19
edge,samba-dc,4.18.1-r0,2023-03-30
edge,alsa-utils,1.2.8-r0,2022-10-30
edge,perl-xml-rss,1.62-r0,2020-10-15
edge,scudo-malloc,16.0.1-r0,2023-04-05
edge,lutok-dev,0.4-r3,2020-08-01
edge,nasm-doc,2.16.01-r1,2023-02-24
edge,gnokii-libs,0.6.31-r13,2022-10-24
edge,ciwiki-doc,2.0.8-r1,2022-10-14
edge,lua5.1-iconv,7-r2,2021-01-14
edge,distcc-doc,3.4-r4,2023-01-22
edge,perl-want,0.29-r8,2022-12-31
edge,libgcc,12.2.1_git20220924-r9,2023-02-04
edge,rpcbind-openrc,1.2.6-r1,2022-10-14
edge,nagios-plugins-pgsql,2.4.2-r0,2022-11-09
edge,lua5.1-posix,36.1-r0,2023-02-02
edge,perl-moo-doc,2.005005-r0,2023-02-16
edge,perl-hash-multivalue-doc,0.16-r2,2020-09-21
edge,libffi-dbg,3.4.4-r1,2023-03-25
edge,py3-six,1.16.0-r5,2023-03-02
edge,lua5.3-ldap,1.3.1-r0,2023-03-21
edge,acf-provisioning,0.10.1-r3,2021-02-06
edge,flex-dev,2.6.4-r4,2023-01-31
edge,userspace-rcu-static,0.14.0-r0,2023-02-15
edge,lua-penlight,1.13.1-r0,2022-10-17
edge,lighttpd-mod_webdav,1.4.69-r0,2023-02-11
edge,libnet-doc,1.2-r1,2022-10-24
edge,perl-json,4.10-r0,2022-10-13
edge,gpsd-openrc,3.25-r0,2023-02-10
edge,boost1.81-fiber,1.81.0-r1,2022-12-23
edge,fstrm-utils,0.6.1-r1,2022-10-24
edge,perl-syntax-keyword-try,0.28-r1,2023-02-08
edge,spamassassin-openrc,3.4.6-r4,2022-10-24
edge,freeradius-dbg,3.0.26-r1,2023-01-18
edge,perl-file-slurp-tiny-doc,0.004-r3,2022-12-31
edge,perl-authen-sasl,2.16-r3,2020-09-21
edge,static-routing,1.0-r2,2021-02-04
edge,libjpeg-turbo-dev,2.1.5.1-r1,2023-02-26
edge,nettle,3.8.1-r0,2022-07-28
edge,libwebsockets-doc,4.3.2-r1,2022-08-02
edge,socat,1.7.4.4-r0,2022-10-31
edge,xen-hypervisor,4.17.0-r2,2023-02-21
edge,tinydns,1.05-r49,2022-09-28
edge,perl-test-mockobject-doc,1.20200122-r1,2020-09-21
edge,aspell-ru,0.99f7-r2,2023-01-14
edge,lua5.1-lyaml,6.2.8-r0,2022-10-24
edge,libprotobuf,3.21.12-r0,2022-12-15
edge,xtables-addons,3.23-r0,2023-01-13
edge,squid-lang-fa,5.7-r0,2022-10-14
edge,alpine-ipxe-ipxe_dsk,1.20.1-r1,2020-11-26
edge,p11-kit-dev,0.24.1-r1,2022-10-12
edge,lua5.4-sircbot,0.4-r4,2022-10-24
